code;name;credits;prerequisites;corequisites;group_number;professor;day;start_hour;start_minute;end_hour;end_minute
CI1230;Ingles I;2;CI0200|CI0202;;3;GOMEZ MONTOYA CARLOS ANDRES;MIE;18;0;20;50
CI1230;Ingles I;2;CI0200|CI0202;;4;GOMEZ MONTOYA CARLOS ANDRES;JUE;18;0;20;50
CI1230;Ingles I;2;CI0200|CI0202;;5;GUILLEN JIMENEZ LUIS DIEGO;MAR;15;0;17;50
CI1230;Ingles I;2;CI0200|CI0202;;6;HERRERA JIMENEZ INGRID;MAR;9;30;12;20
CI1230;Ingles I;2;CI0200|CI0202;;7;MOLINA VILLALOBOS TANIA;JUE;9;30;12;20
CI1230;Ingles I;2;CI0200|CI0202;;8;RAMIREZ CASTRO MONSERRAT;MIE;9;30;12;20
CI1230;Ingles I;2;CI0200|CI0202;;9;SOLANO SOLANO JOSE EDUARDO;MIE;13;0;15;50
CI1230;Ingles I;2;CI0200|CI0202;;10;SOLANO SOLANO JOSE EDUARDO;VIE;13;0;15;50
CI1231;Ingles II;2;CI1230;;1;ALBERTAZZI OSORIO SONIA;MAR;13;0;15;50
CI1231;Ingles II;2;CI1230;;2;FUENTES MORA ESTEBAN;MIE;13;0;15;50
CI1231;Ingles II;2;CI1230;;3;GOMEZ MONTOYA CARLOS ANDRES;MAR;18;0;20;50
CI1231;Ingles II;2;CI1230;;4;HERRERA JIMENEZ INGRID;LUN;18;0;20;50
CI1231;Ingles II;2;CI1230;;5;KENNEDY RUSSELL ANA;MAR;7;30;10;20
CI1231;Ingles II;2;CI1230;;6;SOLANO OBANDO MABEL;LUN;9;30;12;20
CI1231;Ingles II;2;CI1230;;7;SOLANO OBANDO MABEL;MIE;9;30;12;20
CI1231;Ingles II;2;CI1230;;8;SOLANO OBANDO MABEL;JUE;9;30;12;20
CI1231;Ingles II;2;CI1230;;9;SOLANO OBANDO MABEL;MIE;16;0;18;50
CI1231;Ingles II;2;CI1230;;10;VALLECILLO ALFARO JOHANNY;VIE;9;30;12;20
CI1231;Ingles II;2;CI1230;;11;VALLECILLO ALFARO JOHANNY;VIE;13;0;15;50
CI1407;Habilidades de comunicacion en ingenieria;2;CI1107;;1;GODINEZ ROJAS PAULETTE;LUN;9;30;12;20
CI1407;Habilidades de comunicacion en ingenieria;2;CI1107;;2;MORALES GARAY SARAY;MAR;13;0;15;50
CI1407;Habilidades de comunicacion en ingenieria;2;CI1107;;3;MORALES SOLANO PAOLA NATALIA;JUE;13;0;15;50
CI1407;Habilidades de comunicacion en ingenieria;2;CI1107;;4;MORALES SOLANO PAOLA NATALIA;VIE;7;30;10;20
CI0202;Ingles basico;2;;;1;ALBERTAZZI OSORIO SONIA;JUE;18;0;20;50
CI0202;Ingles basico;2;;;2;ALBERTAZZI OSORIO SONIA;VIE;9;30;12;20
CI0202;Ingles basico;2;;;3;GOMEZ MONTOYA CARLOS ANDRES;MIE;15;0;17;50
CI0202;Ingles basico;2;;;4;KENNEDY RUSSELL ANA;LUN;18;0;20;50
CI0202;Ingles basico;2;;;5;KENNEDY RUSSELL ANA;MAR;13;0;15;50
CI0202;Ingles basico;2;;;6;MURILLO ESCALANTE ROCIO;JUE;9;30;12;20
CI0202;Ingles basico;2;;;7;RIVERA VEGA KATERINE;MAR;17;0;19;50
CI0202;Ingles basico;2;;;8;VALLECILLO ALFARO JOHANNY;MIE;13;0;15;50
CI0202;Ingles basico;2;;;9;VALLECILLO ALFARO JOHANNY;LUN;9;30;12;20
CI0202;Ingles basico;2;;;10;VINDAS FERNANDEZ NURIA;JUE;13;0;15;50
CS1502;Introduccion a la tecnica ciencia y tecnologia;3;;;1;BOJORGE MURILLO ALEXANDER;MIE;9;30;11;20
CS1502;Introduccion a la tecnica ciencia y tecnologia;3;;;2;BOJORGE MURILLO ALEXANDER;MIE;17;0;18;50
CS1502;Introduccion a la tecnica ciencia y tecnologia;3;;;3;BOJORGE MURILLO ALEXANDER;MAR;15;0;16;50
CS1502;Introduccion a la tecnica ciencia y tecnologia;3;;;4;GARRO REYES MAURICIO;MIE;9;30;11;20
CS1502;Introduccion a la tecnica ciencia y tecnologia;3;;;5;ORTIZ ACUÑA LEONARDO;JUE;9;30;11;20
CS2101;Ambiente humano;2;;;1;MURILLO SOLIS JAVIER;JUE;9;30;12;20
CS2101;Ambiente humano;2;;;2;ORTIZ ALVAREZ JORGE ISAAC;VIE;9;30;12;20
CS2101;Ambiente humano;2;;;3;ORTIZ ALVAREZ JORGE ISAAC;MIE;9;30;12;20
CS2101;Ambiente humano;2;;;4;ORTIZ ALVAREZ JORGE ISAAC;MIE;15;0;17;50
CS2101;Ambiente humano;2;;;5;RODRIGUEZ MORALES OSCAR;MAR;9;30;12;20
CS2101;Ambiente humano;2;;;6;RODRIGUEZ MORALES OSCAR;LUN;7;30;10;20
CS2101;Ambiente humano;2;;;7;RODRIGUEZ MORALES OSCAR;LUN;18;0;20;50
CS2101;Ambiente humano;2;;;8;ROJAS MOLINA BETSY;MAR;18;0;20;50
SE1101;Artes dramaticas;0;;;1;DE SIMONE CASTELLON ALEXANDRA;LUN;9;30;11;20
SE1101;Artes dramaticas;0;;;2;GOMEZ JIMENEZ ANDREA;MAR;17;0;18;50
SE1101;Artes dramaticas;0;;;2;GOMEZ JIMENEZ ANDREA;MIE;15;0;16;50
SE1102;Accion social;0;;;1;BARRANTES ALVARADO IVAN;LUN;18;0;19;50
SE1102;Accion social;0;;;1;BARRANTES ALVARADO IVAN;MAR;9;30;11;20
SE1102;Accion social;0;;;2;VALERIN ROJAS SOFIA;LUN;7;30;9;20
SE1102;Accion social;0;;;2;VALERIN ROJAS SOFIA;MAR;7;30;9;20
SE1102;Accion social;0;;;2;VALERIN ROJAS SOFIA;MIE;7;30;9;20
SE1102;Accion social;0;;;3;VALERIN ROJAS SOFIA;MIE;9;30;11;20
SE1103;Danza;0;;;1;QUESADA VILLALOBOS JORGE;JUE;9;30;11;20
SE1104;Artes visuales;0;;;1;DIAZ BRENES NELSON;LUN;17;0;18;50
SE1104;Artes visuales;0;;;1;DIAZ BRENES NELSON;MAR;17;0;18;50
SE1104;Artes visuales;0;;;1;DIAZ BRENES NELSON;MIE;17;0;18;50
SE1104;Artes visuales;0;;;2;COTO GUZMAN ALICIA;VIE;9;30;11;20
SE1105;Artes musicales;0;;;1;CASTILLO ULATE ELENA;LUN;7;30;9;20
SE1105;Artes musicales;0;;;1;CASTILLO ULATE ELENA;VIE;13;0;14;50
SE1105;Artes musicales;0;;;2;MEZA SOLANO VINICIO;MAR;15;0;16;50
SE1105;Artes musicales;0;;;2;MEZA SOLANO VINICIO;MAR;17;0;18;50
SE1105;Artes musicales;0;;;2;MEZA SOLANO VINICIO;JUE;15;0;16;50
SE1105;Artes musicales;0;;;3;MONGE PEREZ LUIS DIEGO;MAR;9;30;11;20
SE1105;Artes musicales;0;;;3;MONGE PEREZ LUIS DIEGO;MAR;13;0;14;50
SE1105;Artes musicales;0;;;3;MONGE PEREZ LUIS DIEGO;JUE;18;0;19;50
SE1106;Apreciacion literaria;0;;;1;RAMOS VARGAS ARNOLDO;MAR;7;30;9;20
SE1107;Apreciacion de cine;0;;;1;COTO GUZMAN ALICIA;MAR;9;30;11;20
SE1107;Apreciacion de cine;0;;;1;COTO GUZMAN ALICIA;JUE;9;30;11;20
SE1107;Apreciacion de cine;0;;;2;DIAZ BRENES NELSON;VIE;13;0;14;50
SE1107;Apreciacion de cine;0;;;3;RAMOS VARGAS ARNOLDO;MAR;15;0;16;50
SE1109;Dinamica de la cultura;0;;;1;SANCHO MARTINEZ LAURA KARINA;LUN;7;30;9;20
SE1109;Dinamica de la cultura;0;;;1;SANCHO MARTINEZ LAURA KARINA;MIE;7;30;9;20
SE1201;Atletismo;0;;;1;LORIA SOLANO JOHNNY;MAR;7;30;9;20
SE1201;Atletismo;0;;;1;LORIA SOLANO JOHNNY;MIE;7;30;9;20
SE1204;Natacion;0;;;1;BOGANTES GARCIA FERNANDO;MIE;9;30;11;20
SE1204;Natacion;0;;;2;LOAIZA SOTO BIERY;LUN;7;30;9;20
SE1204;Natacion;0;;;2;LOAIZA SOTO BIERY;LUN;9;30;11;20
SE1204;Natacion;0;;;2;LOAIZA SOTO BIERY;MIE;7;30;9;20
SE1204;Natacion;0;;;3;MENDEZ SOLANO MIGUEL;JUE;17;0;18;50
SE1204;Natacion;0;;;4;SANCHEZ PEREZ LISBETH;MAR;17;0;18;50
SE1204;Natacion;0;;;5;SANCHEZ PEREZ LISBETH;MIE;13;0;14;50
SE1204;Natacion;0;;;6;SANCHEZ PEREZ LISBETH;MIE;15;0;16;50
SE1204;Natacion;0;;;7;SANCHEZ PEREZ LISBETH;JUE;9;30;11;20
SE1205;Juegos y deportes en conjunto;0;;;1;CABRERA ARAYA GUSTAVO ALCIDES;MIE;9;30;11;20
SE1205;Juegos y deportes en conjunto;0;;;2;LOAIZA SOTO BIERY;MAR;7;30;9;20
SE1205;Juegos y deportes en conjunto;0;;;3;MENDEZ GAMBOA ROSAURA;MAR;13;0;14;50
SE1205;Juegos y deportes en conjunto;0;;;4;QUIROS VALVERDE RODRIGO;LUN;9;30;11;20
SE1205;Juegos y deportes en conjunto;0;;;4;QUIROS VALVERDE RODRIGO;MIE;7;30;9;20
SE1205;Juegos y deportes en conjunto;0;;;4;QUIROS VALVERDE RODRIGO;JUE;7;30;9;20
SE1205;Juegos y deportes en conjunto;0;;;5;VEGA AGUERO JORGE;JUE;9;30;11;20
SE1206;Acondicionamiento fisico;0;;;1;LORIA SOLANO JOHNNY;MAR;9;30;11;20
SE1206;Acondicionamiento fisico;0;;;2;MENDEZ GAMBOA ROSAURA;MIE;9;30;11;20
SE1206;Acondicionamiento fisico;0;;;3;ORTEGA ARTAVIA JHONNY;MAR;9;30;11;20
SE1206;Acondicionamiento fisico;0;;;4;TRAVIESO RODRIGUEZ ALBERTO;VIE;13;0;14;50
SE1206;Acondicionamiento fisico;0;;;5;VEGA AGUERO JORGE;VIE;7;30;9;20
SE1206;Acondicionamiento fisico;0;;;5;VEGA AGUERO JORGE;LUN;7;30;9;20
SE1209;Beisbol-softbol;0;;;1;MENDEZ SOLANO MIGUEL;LUN;7;30;9;20
SE1209;Beisbol-softbol;0;;;1;MENDEZ SOLANO MIGUEL;MIE;7;30;9;20
SE1209;Beisbol-softbol;0;;;2;VEGA AGUERO JORGE;MAR;9;30;11;20
SE1209;Beisbol-softbol;0;;;2;VEGA AGUERO JORGE;VIE;9;30;11;20
SE1218;Ajedrez;0;;;1;CORDERO MAROTO NELSON;MAR;9;30;11;20
SE1219;Baloncesto recreativo;0;;;1;CABRERA ARAYA GUSTAVO ALCIDES;LUN;7;30;9;20
SE1219;Baloncesto recreativo;0;;;2;MARIN VARGAS FABIAN;MAR;15;0;16;50
SE1221;Futbol I;0;;;1;JIMENEZ JIMENEZ DANIEL;MAR;9;30;11;20
SE1222;Futbol sala;0;;;1;ORTEGA ARTAVIA JHONNY;MIE;9;30;11;20
SE1222;Futbol sala;0;;;1;ORTEGA ARTAVIA JHONNY;VIE;9;30;11;20
